title,genres,imdbId,tmdbId
Watch on the Rhine (1943),Drama,36515,68440
Enemy Mine (1985),Adventure|Drama|Sci-Fi,89092,11864
Enter the Dragon (1973),Action|Crime,70034,9461
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance,118845,18329
Henry & June (1990),Drama,99762,17993
Martin (1977),Drama|Horror,77914,26517
"Three Faces of Eve, The (1957)",Drama,51077,28285
100 Girls (2000),Comedy|Romance,214388,10035
Fail-Safe (1964),Drama|Thriller|War,58083,502
Paperhouse (1988),Fantasy|Horror|Thriller,98061,41965
Dobermann (1997),Action|Crime,118996,10347
Kwaidan (Kaidan) (1964),Horror,58279,30959
28 Up (1985),Documentary,88650,20561
You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,62512,667
Octopussy (1983),Action|Adventure|Thriller,86034,700
Wit (2001),Drama,243664,26976
Never Say Never Again (1983),Action|Adventure|Thriller,86006,36670
Pride and Prejudice (1940),Comedy|Drama|Romance,32943,43818
"Fountainhead, The (1949)",Drama,41386,24650
Woman of the Year (1942),Comedy|Romance,35567,20640
"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller,62229,5511
Oklahoma! (1955),Musical|Romance|Western,48445,13936
Desert Hearts (1985),Drama,89015,294
Body Double (1984),Mystery|Thriller,86984,11507
Chaplin (1992),Drama,103939,10435
"Miracle Worker, The (1962)",Drama,56241,1162
Monster in a Box (1992),Comedy|Drama,102467,34328
School Ties (1992),Drama,105327,14684
Raising Cain (1992),Horror|Thriller,105217,13937
Rose Red (2002),Horror|Mystery|Thriller,259153,14980
Noises Off... (1992),Comedy,105017,26670
Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,120711,10940
"Witchfinder General (Conquerer Worm, The) (1968)",Horror,63285,31965
Versus (2000),Action|Comedy|Fantasy|Horror,275773,5842
Pride and Prejudice (1995),Drama|Romance,112130,164721
"China Syndrome, The (1979)",Drama|Thriller,78966,988
"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,46268,204
Look Who's Talking Too (1990),Comedy|Romance,100050,9356
"Bells of St. Mary's, The (1945)",Drama,37536,32430
"Delta Force, The (1986)",Action,90927,16113
Pat and Mike (1952),Comedy|Romance,45012,33575
Animal Crackers (1930),Comedy|Musical,20640,13913
"He Said, She Said (1991)",Comedy|Drama|Romance,102011,17956
Bedazzled (1967),Comedy|Fantasy,61391,18209
Cat People (1942),Drama|Horror|Romance|Thriller,34587,25508
Camelot (1967),Drama|Musical|Romance,61439,18978
"Lonely Guy, The (1984)",Comedy,87635,27171
"Four Musketeers, The (1974)",Action|Adventure|Comedy|Romance,73012,12310
Protocol (1984),Comedy,87951,37296
"Postman Always Rings Twice, The (1946)",Crime|Drama|Film-Noir|Thriller,38854,25736
Matinee (1993),Comedy|Drama,107529,25389
Baxter (1989),Drama|Horror,94713,52794
Explorers (1985),Adventure|Children|Sci-Fi,89114,9872
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama,107617,19552
Pierrot le fou (1965),Crime|Drama,59592,2786
Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,62480,8075
Tuesdays with Morrie (1999),Drama,207805,26133
Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War,29850,10235
Jason and the Argonauts (1963),Action|Adventure|Fantasy,57197,11533
"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller,80297,140207
Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,50613,3777
"Best of Youth, The (La meglio gioventù) (2003)",Drama,346336,11659
Undercurrent (1946),Film-Noir|Thriller,39066,44098
"Bang, Bang, You're Dead (2002)",Drama,288439,16876
Twister (1990),Comedy,96321,77780
Sniper (1993),Action|Drama,108171,9545
Genghis Blues (1999),Documentary,187859,28030
"11'09""01 - September 11 (2002)",Drama,328802,1926
"Parallax View, The (1974)",Thriller,71970,17365
"Warriors, The (1979)",Action|Adventure|Crime|Thriller,80120,11474
Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,146455,10916
Babylon 5: The River of Souls (1998),Drama|Sci-Fi,146247,10921
Babylon 5: Thirdspace (1998),Drama|Sci-Fi,121804,10941
True Stories (1986),Comedy|Musical,92117,24798
"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,53976,11656
Mogambo (1953),Adventure|Drama|Romance,46085,25009
"Secret Life of Walter Mitty, The (1947)",Comedy|Romance|Thriller,39808,40092
Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,31047,14589
"Thin Man Goes Home, The (1945)",Comedy|Crime|Mystery,37365,14594
Shadow of the Thin Man (1941),Comedy|Crime|Mystery,34172,14590
After the Thin Man (1936),Comedy|Crime|Mystery|Romance,27260,14588
Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,39853,14595
Love Crazy (1941),Comedy,33852,20644
Gunga Din (1939),Adventure|Comedy|War,31398,24965
Children of Dune (2003),Fantasy|Sci-Fi,287839,192936
Dune (2000),Drama|Fantasy|Sci-Fi,142032,876
Lammbock (2001),Comedy,258760,1583
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,106936,17653
Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,114720,11069
Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,259685,10829
Notorious C.H.O. (2002),Comedy,300274,57946
The Plague of the Zombies (1966),Horror,60841,29049
I Walked with a Zombie (1943),Drama|Horror,36027,27130
Highway 61 (1991),Comedy,102035,8468
How to Succeed in Business Without Really Trying (1967),Comedy|Musical,61791,22682
Pat Garrett and Billy the Kid (1973),Western,70518,11577
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,58700,21159
"Duck, You Sucker (1971)",Action|Western,67140,336
Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,71249,11942
Ride the High Country (1962),Adventure|Drama|Western,56412,36206
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,72913,49636
Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,65738,3075
Gidget (1959),Comedy,52847,43096
Desperate Living (1977),Comedy|Crime,75936,14262
Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,41699,30368
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,51808,1059
High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,57565,12493
"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,105121,13122
Dark Days (2000),Documentary,235327,14273
Zelig (1983),Comedy,86637,11030
Shame (Skammen) (1968),Drama|War,63611,26372
"Silence, The (Tystnaden) (1963)",Drama,57611,11506
Winter Light (Nattvardsgästerna) (1963),Drama,57358,29455
Through a Glass Darkly (Såsom i en spegel) (1961),Drama,55499,11602
The Magician (1958),Drama,51365,29453
"Killers, The (1946)",Crime|Film-Noir,38669,14638
"Night of the Iguana, The (1964)",Drama|Thriller,58404,14703
Nightbreed (1990),Fantasy|Horror,100260,20481
Ken Park (2002),Drama,209077,7090
Monterey Pop (1968),Documentary|Musical,64689,42632
"Bridge Too Far, A (1977)",Action|Drama|War,75784,5902
Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,338564,10775
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,365376,4552
Broadway Danny Rose (1984),Comedy,87003,12762
From Beyond (1986),Horror|Sci-Fi,91083,14510
Robot Jox (1990),Sci-Fi,102800,15618
Dolls (1987),Horror,92906,24341
Space Truckers (1996),Comedy|Sci-Fi,120199,10690
Death Race 2000 (1975),Action|Sci-Fi,72856,13282
"Bucket Of Blood, A (1959)",Comedy|Horror,52655,22642
Brigadoon (1954),Fantasy|Musical|Romance,46807,18283
"Power of One, The (1992)",Drama,105159,13823
"Weather Underground, The (2002)",Documentary,343168,14108
Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,199683,4291
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,374546,113
"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,64806,28476
"Getaway, The (1972)",Action|Crime|Drama|Thriller,68638,5916
Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,308379,12205
"Thing Called Love, The (1993)",Comedy|Drama|Romance,108327,27804
The Thief (1997),Drama,124207,46187
How to Steal a Million (1966),Comedy|Crime|Romance,60522,3001
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller,117658,39434
Mean Streets (1973),Crime|Drama,70379,203
Jack the Bear (1993),Comedy|Drama,107247,38749
I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,23042,29740
Hamburger Hill (1987),Action|Drama|War,93137,10652
Sweet Bird of Youth (1962),Drama,56541,33632
Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,99612,3072
Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,192657,10355
Bad Day at Black Rock (1955),Drama|Thriller|Western,47849,14554
In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,180748,250
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,99399,19086
Crossroads (1986),Drama,90888,15392
"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,366532,41277
Sunrise: A Song of Two Humans (1927),Drama|Romance,18455,631
Shock Corridor (1963),Drama,57495,25504
Au revoir les enfants (1987),Drama,92593,1786
Pursuit of Happiness (2001),Comedy|Romance,243508,210937
Gladiator (1992),Action|Drama,104346,16219
Indestructible Man (1956),Crime|Horror|Sci-Fi,49363,48385
"Wasp Woman, The (1959)",Horror|Sci-Fi,54462,27545
Attack of the Giant Leeches (1959),Horror|Sci-Fi,53611,22718
Dead or Alive: Hanzaisha (1999),Action|Crime,221111,11315
Lola Montès (1955),Drama,48308,35987
Charly (1968),Drama|Sci-Fi,62794,29146
Lust for Life (1956),Drama,49456,29592
"Dolce Vita, La (1960)",Drama,53779,439
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,193253,823
Rush (1991),Crime|Drama,102820,20289
Captain Blood (1935),Action|Adventure|Romance,26174,16905
*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,92494,11548
Educating Rita (1983),Comedy|Drama,85478,38291
Sansho the Bailiff (Sanshô dayû) (1954),Drama,47445,20532
Zazie dans le métro (1960),Comedy,54494,2546
"Americanization of Emily, The (1964)",Comedy|Drama|War,57840,42791
Anne of the Thousand Days (1969),Drama,64030,22522
"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,53619,5165
Beyond the Valley of the Dolls (1970),Comedy|Horror,65466,5722
Hiroshima Mon Amour (1959),Drama|Romance|War,52893,5544
Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,46478,14696
"Day of the Jackal, The (1973)",Crime|Thriller,69947,4909
Night of the Living Dead (1990),Horror,100258,19185
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,22111,28257
I Love You Again (1940),Comedy|Drama,32617,20643
Safety Last! (1923),Action|Comedy|Romance,14429,22596
While the City Sleeps (1956),Drama|Film-Noir,49949,36786
Little Murders (1971),Comedy|Crime,67350,27459
Viridiana (1961),Comedy|Drama,55601,4497
Masterminds (1997),Action|Comedy|Thriller,119630,25224
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,79833,15371
Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,106307,11044
3 Women (Three Women) (1977),Drama,75612,41662
Grey Gardens (1975),Documentary,73076,17346
Purple Rain (1984),Drama|Musical,87957,13763
Point of No Return (1993),Action|Thriller,107843,10498
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,100112,11796
College (1927),Comedy,17765,34847
Mitchell (1975),Action|Crime,73396,32303
Used People (1992),Comedy|Drama,105706,41779
"Front Page, The (1931)",Comedy|Drama|Romance,21890,42814
Dolls (2002),Drama|Romance,330229,870
"Man Who Came to Dinner, The (1942)",Comedy,33874,26319
Make Way for Tomorrow (1937),Drama,29192,41059
"Major and the Minor, The (1942)",Comedy|Romance,35019,39871
"Caine Mutiny, The (1954)",Drama|War,46816,10178
Black Narcissus (1947),Drama,39192,16391
Escape from Alcatraz (1979),Drama|Thriller,79116,10734
Oliver Twist (1948),Adventure|Crime|Drama,40662,10949
Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,298148,809
"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,319262,435
Raising Helen (2004),Comedy|Drama|Romance,350028,4599
Soul Plane (2004),Comedy,367085,12657
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,367790,28219
Saved! (2004),Comedy|Drama,332375,13193
Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,304141,673
Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,297284,16617
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,363226,246
"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,296572,2789
Garfield: The Movie (2004),Animation|Children|Comedy,356634,8920
"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,327162,9890
"Hunting of the President, The (2004)",Documentary,391225,26254
Napoleon Dynamite (2004),Comedy,374900,8193
"Doctor, The (1991)",Drama,101746,26142
"Dresser, The (1983)",Drama,85461,42122
Father Hood (1993),Comedy,106877,65137
Hello Again (1987),Comedy,93175,35151
Hope Springs (2003),Comedy|Romance,314431,21544
Lover Come Back (1961),Comedy|Romance,55100,40894
Police Academy: Mission to Moscow (1994),Comedy|Crime,110857,11546
Big Wednesday (1978),Comedy|Drama,77235,18387
Book of Love (1990),Comedy|Romance,99166,52560
Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,63759,18333
Suddenly (1954),Crime|Drama|Film-Noir,47542,18398
"Divorcee, The (1930)",Drama|Romance,20827,80708
Meet the Applegates (1991),Comedy,100129,76516
Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi,93871,33441
Americathon (1979),Comedy|Sci-Fi,78766,47819
Sands of Iwo Jima (1949),Action|Drama|Romance|War,41841,18712
This Island Earth (1955),Sci-Fi,47577,831
Anthony Adverse (1936),Adventure|Romance,27300,37658
Blackboard Jungle (1955),Drama,47885,26516
Luna Papa (1999),Comedy|Drama|Fantasy,170259,10573
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller,65889,26451
To Each His Own (1946),Drama,39040,54568
"Heiress, The (1949)",Drama|Romance,41452,28571
Dragon Seed (1944),Drama|War,36777,123665
Executive Suite (1954),Drama,46963,43336
Johnny Belinda (1948),Drama,40495,62000
Super Size Me (2004),Comedy|Documentary|Drama,390521,9372
Johnny Eager (1942),Crime|Drama|Film-Noir|Romance,33774,41495
"Jetée, La (1962)",Romance|Sci-Fi,56119,662
Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western,32851,43805
"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,37988,16559
"Human Condition I, The (Ningen no joken I) (1959)",Drama|War,53114,31217
Please Don't Eat the Daisies (1960),Children|Comedy|Musical,54188,19414
White Heat (1949),Crime|Drama|Film-Noir,42041,15794
"Christmas Carol, A (Scrooge) (1951)",Drama|Fantasy,44008,13188
Memphis Belle (1990),Action|Drama|War,100133,12651
"Cincinnati Kid, The (1965)",Drama,59037,886
Animal Factory (2000),Crime|Drama,204137,9791
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Action|Horror|Sci-Fi,71565,38582
"Hitcher, The (1986)",Action|Thriller,91209,9542
Show Boat (1951),Drama|Musical|Romance,44030,17820
Fear X (2003),Mystery|Thriller,289944,37696
Freaks (1932),Crime|Drama|Horror,22913,136
"Immigrant, The (1917)",Comedy,8133,47653
Silent Movie (1976),Comedy,75222,10970
Anna Christie (1930),Drama,20641,42812
Dr. Jekyll and Mr. Hyde (1931),Drama|Horror,22835,3019
Around the World in 80 Days (2004),Adventure|Children|Comedy,327437,10204
Dodgeball: A True Underdog Story (2004),Comedy,364725,9472
"Terminal, The (2004)",Comedy|Drama|Romance,362227,594
Dear Frankie (2004),Drama|Romance,377752,8981
White Chicks (2004),Action|Comedy|Crime,381707,12153
"Door in the Floor, The (2004)",Drama,348593,1944
"Notebook, The (2004)",Drama|Romance,332280,11036
Two Brothers (Deux frères) (2004),Adventure|Children|Drama,338512,1997
De-Lovely (2004),Drama|Musical,352277,15237
"Day at the Races, A (1937)",Comedy|Musical,28772,11939
Bob & Carol & Ted & Alice (1969),Comedy|Drama,64100,26520
"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical,272045,21386
"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama,243135,24908
Comandante (2003),Documentary,342213,25783
Undead (2003),Action|Comedy|Horror|Sci-Fi,339840,8991
Into the Woods (1991),Adventure|Comedy|Fantasy|Musical,99851,23378
Pirates of Silicon Valley (1999),Documentary|Drama,168122,3293
Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War,104810,36947
Mayor of the Sunset Strip (2003),Documentary,230512,61487
Killing Me Softly (2002),Drama|Mystery|Romance|Thriller,250468,14365
"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi,87910,10606
Juice (1992),Action|Crime|Drama|Thriller,104573,16136
Revenge of the Pink Panther (1978),Comedy|Crime,78163,6081
Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller,29870,13696
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama,24803,44494
Taxi (1998),Action|Comedy,152930,2330
Taxi 3 (2003),Action|Comedy,295721,2334
Tokyo Godfathers (2003),Adventure|Animation|Drama,388473,13398
Our Hospitality (1923),Comedy,14341,701
All of Me (1984),Comedy|Fantasy,86873,10631
"Farmer's Daughter, The (1947)",Comedy,39370,43466
Overboard (1987),Comedy|Romance,93693,10780
Butterfield 8 (1960),Drama,53622,23724
"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery,56732,29264
Fahrenheit 9/11 (2004),Documentary,361596,1777
Roxanne (1987),Comedy|Romance,93886,11584
Dr. Terror's House of Horrors (1965),Horror|Sci-Fi,59125,26811
Secret Society (2002),Comedy,217788,161080
"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi,87597,11884
Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,316654,558
Before Sunset (2004),Drama|Romance,381681,80
King Arthur (2004),Action|Adventure|Drama|War,349683,9477
Anchorman: The Legend of Ron Burgundy (2004),Comedy,357413,8699
"Cinderella Story, A (2004)",Comedy|Romance,356470,11247
"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,343818,2048
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,390221,436
Long Day's Journey Into Night (1962),Drama,56196,43004
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama,95468,10754
"Bourne Supremacy, The (2004)",Action|Crime|Thriller,372183,2502
Catwoman (2004),Action|Crime|Fantasy,327554,314
A Home at the End of the World (2004),Drama|Romance,359423,18923
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Crime|Horror|Mystery|Thriller,23563,12206
Flash Gordon Conquers the Universe (1940),Action|Sci-Fi,32475,68064
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama,49902,15244
"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,47216,62395
Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,69280,24559
"Bachelor and the Bobby-Soxer, The (1947)",Comedy,39169,27437
Mr. Blandings Builds His Dream House (1948),Comedy,40613,32294
My Favorite Wife (1940),Comedy|Romance,29284,41463
"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,93744,19051
Night and Day (1946),Drama|Musical,38776,43485
"Snake Pit, The (1948)",Drama,40806,62694
"Super, The (1991)",Comedy,103007,53287
"Leopard, The (Gattopardo, Il) (1963)",Drama|War,57091,1040
"Day of the Locust, The (1975)",Drama,72848,5122
To End All Wars (2001),Action|Drama|War,243609,1783
"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,55572,31522
Biggles (1986),Adventure|Fantasy|Sci-Fi,90729,22976
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,57171,42801
Unprecedented: The 2000 Presidential Election (2002),Documentary,346091,41316
"Prime of Miss Jean Brodie, The (1969)",Drama,64840,5179
My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,173772,53198
This Gun for Hire (1942),Crime|Film-Noir|Thriller,35432,16703
Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,39017,20408
"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,59749,13580
Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,35317,18706
Sherlock Holmes: The Woman in Green (1945),Mystery,38259,34327
Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,38494,20417
"Manchurian Candidate, The (2004)",Thriller,368008,14462
Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,167456,14623
"Village, The (2004)",Drama|Mystery|Thriller,368447,6947
Garden State (2004),Comedy|Drama|Romance,333766,401
Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,275083,23305
"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,60438,17768
Collateral (2004),Action|Crime|Drama|Thriller,369339,1538
Little Black Book (2004),Comedy|Romance,361841,14846
Code 46 (2003),Romance|Sci-Fi,345061,2577
"Story of Women (Affaire de femmes, Une) (1988)",Drama,96336,41975
Harold and Kumar Go to White Castle (2004),Adventure|Comedy,366551,11282
"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,368933,11130
Danny Deckchair (2003),Comedy|Romance,337960,14389
AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,370263,395
We Don't Live Here Anymore (2004),Drama,361309,23601
Without a Paddle (2004),Comedy,364751,10762
Exorcist: The Beginning (2004),Horror|Thriller,204313,11026
"Bill Cosby, Himself (1983)",Comedy|Documentary,83652,20120
Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,366174,11237
Suspect Zero (2004),Crime|Thriller,324127,8080
Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,374330,14797
Vanity Fair (2004),Drama|Romance,241025,11632
Paparazzi (2004),Drama|Thriller,338325,15644
Wicker Park (2004),Drama|Romance|Thriller,324554,11208
Alice Doesn't Live Here Anymore (1974),Drama|Romance,71115,16153
Who's That Knocking at My Door? (1967),Drama,63803,42694
Camera Buff (Amator) (1979),Drama,78763,42164
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,46521,12548
Cellular (2004),Action|Crime|Drama|Mystery|Thriller,337921,9759
Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,318627,1577
Mr. 3000 (2004),Comedy|Drama,339412,16232
Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,346156,5137
Wimbledon (2004),Comedy|Romance,360201,11823
First Daughter (2004),Comedy|Romance,361620,13969
"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,356618,10145
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,318462,1653
Shaun of the Dead (2004),Comedy|Horror,365748,747
"Come Back, Little Sheba (1952)",Drama,44509,84214
Murder on the Orient Express (1974),Crime|Mystery|Thriller,71877,4176
Mask (1985),Drama,89560,11177
Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,76504,12707
1492: Conquest of Paradise (1992),Adventure|Drama,103594,1492
Cannibal Holocaust (1980),Horror,78935,8689
Shark Tale (2004),Animation|Children|Comedy,307453,10555
Ladder 49 (2004),Action|Drama|Thriller,349710,11128
I Heart Huckabees (2004),Comedy,356721,1599
Raise Your Voice (2004),Romance,361696,14024
Taxi (2004),Action|Comedy,316732,11045
Primer (2004),Drama|Sci-Fi,390384,14337
Stage Beauty (2004),Drama,368658,26108
Shall We Dance? (2004),Comedy|Romance,358135,4380
Team America: World Police (2004),Action|Adventure|Animation|Comedy,372588,3989
Eulogy (2004),Comedy|Crime|Drama,349416,16358
P.S. (2004),Comedy|Drama|Fantasy|Romance,380609,25313
"Country Girl, The (1954)",Drama,46874,2438
"Rose Tattoo, The (1955)",Drama|Romance,48563,65550
"Fearless Vampire Killers, The (1967)",Comedy|Horror,61655,3053
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,90985,18499
Bebe's Kids (1992),Animation|Children|Comedy,103783,36616
Friday Night Lights (2004),Action|Drama,390022,13416
Tarnation (2003),Documentary,390538,1435
"Final Cut, The (2004)",Sci-Fi|Thriller,364343,11099
Being Julia (2004),Comedy|Drama,340012,18701
Surviving Christmas (2004),Comedy,252028,15566
"Grudge, The (2004)",Horror|Mystery|Thriller,391198,1970
Alfie (2004),Comedy|Drama|Romance,375173,8849
Sideways (2004),Comedy|Drama|Romance,375063,9675
The Machinist (2004),Drama|Mystery|Thriller,361862,4553
Vera Drake (2004),Drama,383694,11109
Falling Angels (2003),Drama,365183,48678
Lightning in a Bottle (2004),Documentary,396705,126148
Undertow (2004),Crime|Drama|Thriller,360130,16131
Saw (2004),Horror|Mystery|Thriller,387564,176
Ray (2004),Drama,350258,1677
Birth (2004),Drama|Mystery,337876,10740
"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,317705,9806
Callas Forever (2002),Drama,274407,47959
"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,338348,5255
Kinsey (2004),Drama,362269,11184
Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,387575,11249
After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,367479,10589
Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,317198,9801
Finding Neverland (2004),Drama,308644,866
National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,368891,2059
Bad Education (La mala educación) (2004),Drama|Thriller,275491,140
"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,345950,11836
Alexander (2004),Action|Adventure|Drama|War,346491,1966
Christmas with the Kranks (2004),Children|Comedy,388419,13673
Guerrilla: The Taking of Patty Hearst (2004),Documentary,390299,174787
Closer (2004),Drama|Romance,376541,2288
I Am David (2003),Drama,327919,15397
House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,385004,9550
Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,349903,163
Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,359013,36648
Bush's Brain (2004),Documentary,403910,33377
Damn Yankees! (1958),Comedy|Musical,51516,41253
That's Entertainment (1974),Documentary,72272,33740
D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,88979,16248
Fire in the Sky (1993),Drama|Mystery|Sci-Fi,106912,15613
"Invisible Man Returns, The (1940)",Horror|Sci-Fi,32635,28421
Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,364517,8424
Control Room (2004),Documentary|War,391024,18889
"Hunchback of Notre Dame, The (1923)",Drama|Horror,14142,18987
Sherlock Jr. (1924),Comedy|Fantasy|Romance,15324,992
